Come Together,,,,,,,,,,
 1_maj , 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj , 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_1 ,,,,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj, 1_1 ,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Rock This Town, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7 ,,,,,,,
 1_maj, 8_maj, ->,,,,,,,,
 6_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_7 , 3_7 ,,,,,,,
 1_maj, 8_7 , 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_7 , 8_7 ,,,,,,,
 1_maj, 1_7 , 6_maj, 6_maj,,,,,,,
 1_maj, 8_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7 ,,,,,,,
 1_maj, 8_7 ,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_7 , 3_7 ,,,,,,,
 1_maj, 8_7 , 1_7 , 1_7 ,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7 ,,,,,,,
 1_maj, 8_7 , 1_7 , 1_7 ,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7 ,,,,,,,
 1_maj, 8_7 , ->,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7 ,,,,,,,
 1_maj, 8_7 , 1_maj, 1_maj,,,,,,,
 1_maj, 8_7 , 1_maj, 1_maj,,,,,,,
 1_maj, 8_7 , 1_maj, 1_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Rock This Town, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7 ,,,,,,,
 1_maj, 8_maj, ->,,,,,,,,
 6_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_7 , 3_7 ,,,,,,,
 1_maj, 8_7 , 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_7 , 8_7 ,,,,,,,
 1_maj, 1_7 , 6_maj, 6_maj,,,,,,,
 1_maj, 8_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7 ,,,,,,,
 1_maj, 8_7 ,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_7 , 3_7 ,,,,,,,
 1_maj, 8_7 , 1_7 , 1_7 ,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7 ,,,,,,,
 1_maj, 8_7 , 1_7 , 1_7 ,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7 ,,,,,,,
 1_maj, 8_7 , ->,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 3_7 ,,,,,,,
 1_maj, 8_7 , 1_maj, 1_maj,,,,,,,
 1_maj, 8_7 , 1_maj, 1_maj,,,,,,,
 1_maj, 8_7 , 1_maj, 1_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Roll On Down The Highway, 9_maj, x3,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 1_maj, 1_maj, 12:maj, 12:maj, 9_maj, 9_maj, 8_sus4 , A:maj, x2,,
 1_maj, 6_maj, 1_maj, 6_maj, 1_maj, 6_maj, 1_maj, Bb:maj,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 12:maj, 12:maj, 9_maj, 9_maj, 8_sus4 , A:maj, x2,,
 1_maj, 6_maj, 1_maj, 6_maj, 1_maj, 6_maj, 1_maj, Bb:maj,,,
 1_maj, 9_maj, x3,,,,,,,,
 1_maj, 1_maj, 12:maj, 12:maj, 9_maj, 9_maj, 8_sus4 , A:maj, x2,,
 1_maj, 1_maj, 12:maj, 12:maj, 9_maj, 9_maj, 8_sus4 , A:maj, x2,,
 1_maj, 1_maj, 12:maj, 12:maj, 9_maj, 9_maj, 8_sus4 , A:maj,,,
 1_maj, 6_maj, 1_maj, 6_maj, 1_maj, 6_maj, 1_maj, Bb:maj,,,
 1_maj, 6_maj, 1_maj, 6_maj, 1_maj, 6_maj, 1_maj, Bb:maj,,,
 N , N , N , N ,,,,,,,
 1_maj, 6_maj, 1_maj, 6_maj, 1_maj, 6_maj, 1_maj, Bb:maj,,,
 1_maj,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
 12:maj, 1_min, 4_maj, 12:maj,,,,,,,
 12:maj, 1_min, 4_maj, 12:maj,,,,,,,
 1_maj, 3_min, 6_maj, 1_maj,,,,,,,
 1_maj, 3_min, 6_maj, 1_maj,,,,,,,
 1_maj, 3_min, 6_maj, 1_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Sara Smile, 6_min, 1_min, 6_min,,,,,,,
 1_min, 8_min, 9_maj," 8_sus4(,9) 8_maj",,,,,,,
 1_min, 8_min, 9_maj," 8_sus4(,9) 8_maj",,,,,,,
 9_maj, 8_7(b9), 9_maj, 2_7 1_min,,,,,,,
 6_min, N ,,,,,,,,,
 1_min, 6_min, 1_min, 6_min,,,,,,,
 1_min, 8_min, 9_maj," 8_sus4(,9) 8_maj",,,,,,,
 1_min, 8_min, 9_maj," 8_sus4(,9) 8_maj",,,,,,,
 9_maj, 8_7(b9), 9_maj, 2_7 1_min,,,,,,,
 6_min, N ,,,,,,,,,
 1_min, 6_min, 1_min, 6_min,,,,,,,
 1_min, 6_min, 1_min, 6_min,,,,,,,
 6_min, 4_maj,,,,,,,,,
 1_min, 6_min, 1_min, 6_min,,,,,,,
 1_min, 6_min, 1_min, 6_min,,,,,,,
 1_min, 6_min, 1_min,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Scarlet Fever, x3,,,,,,,,,
 1_maj, 1_maj, 6_maj, 1_maj, 6_maj, (2, 6_maj, G:maj, A:maj,,
 1_maj, 1_maj, 6_maj, 1_maj, 6_maj, (2, 6_maj, G:maj, 1_maj,,
 1_maj, 1_maj, 6_maj, 1_maj, 6_maj, (2, 6_maj, G:maj, 1_maj,,
 (2,,,,,,,,,,
 6_maj, 8_sus4 8_maj, 1_sus4 1_maj, 6_maj, 3_min, 8_sus4 8_maj, 1_maj, 1_maj,,,
 6_maj, 8_sus4 8_maj, 1_sus4 1_maj, 6_maj, 3_min, 8_sus4 8_maj, 1_maj, 1_maj,,,
 1_maj, 1_maj, 6_maj, 1_maj, 6_maj, (2, 6_maj, G:maj, 1_maj,,
 1_maj, 1_maj, 6_maj, 1_maj, 6_maj, (2, 6_maj, G:maj, 1_maj,,
 (2,,,,,,,,,,
 6_maj, 8_sus4 8_maj, 1_sus4 1_maj, 6_maj, 3_min, 8_sus4 8_maj, 1_maj, 1_maj,,,
 6_maj, 8_sus4 8_maj, 1_sus4 1_maj, 6_maj, 3_min, 8_sus4 ,,,,,
 1_maj, x3,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
September,,,,,,,,,,
 1_maj, 11min, 1_maj, 11min,,,,,,,
 1_maj, 117 5_min, 8_11 , 8_11 ,,,,,,,
 8_11 , 8_11 ,,,,,,,,,
 1_maj, 11min, 1_maj, 11min,,,,,,,
 1_maj, 117 5_min, 8_11 , 8_11 ,,,,,,,
 1_maj, 11min, 1_maj, 11min,,,,,,,
 1_maj, 117 5_min, 8_11 , 8_11 ,,,,,,,
 10_min, 11min, 10_min, 8_maj,,,,,,,
 10_min, 11min," 8_sus4(,9) "," 8_sus4(,9) ",,,,,,,
 1_maj, 11min, 1_maj, 11min,,,,,,,
 10_min, 11min, 8_11 , 8_11 ,,,,,,,
 1_maj, 11min, 1_maj, 11min,,,,,,,
 1_maj, 117 5_min, 8_11 , 8_11 ,,,,,,,
 1_maj, 11min, 1_maj, 11min,,,,,,,
 1_maj, 117 5_min, 8_11 , 8_11 ,,,,,,,
 10_min, 11min, 10_min, 8_maj,,,,,,,
 10_min, 11min, 8_11 , 8_11 ,,,,,,,
 10_min, 11min, 10_min, 8_maj,,,,,,,
 10_min, 11min, 8_11 , 8_11 ,,,,,,,
 10_11 , 10_11 ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
 3_min, 3_min, 3_min, 3_min,,,,,,,
 3_min, 3_min, 1_maj, 1_maj,,,,,,,
 3_min, 3_min, 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 10_min, 10_min,,,,,,,
 3_min, 3_min, 1_maj, 1_maj,,,,,,,
 3_min, 3_min, 1_maj, 1_maj,,,,,,,
 9_maj, 2_maj, 9_maj, (2,,,,,,,
 6_maj, 8_maj, 8_maj,,,,,,,,
 3_min," 8_sus4(,9) ", 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 10_min, 10_min,,,,,,,
 3_min," 8_sus4(,9) ", 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 10_min, 10_min,,,,,,,
 3_min," 8_sus4(,9) ", 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 10_min, 10_min,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
 3_min, 3_min, 3_min, 3_min,,,,,,,
 3_min, 3_min, 1_maj, 1_maj,,,,,,,
 3_min, 3_min, 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 10_min, 10_min,,,,,,,
 3_min, 3_min, 1_maj, 1_maj,,,,,,,
 3_min, 3_min, 1_maj, 1_maj,,,,,,,
 9_maj, 2_maj, 9_maj, (2,,,,,,,
 6_maj, 8_maj, 8_maj,,,,,,,,
 3_min," 8_sus4(,9) ", 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 10_min, 10_min,,,,,,,
 3_min," 8_sus4(,9) ", 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 10_min, 10_min,,,,,,,
 3_min," 8_sus4(,9) ", 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 1_maj, 1_maj,,,,,,,
 3_min," 8_sus4(,9) ", 10_min, 10_min,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Shock the Monkey, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 12:maj, 12:maj, 12:maj, 12:maj,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 12:maj, 12:maj, 12:maj, 12:maj,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_maj , 1_maj , 12:5 , 12:5 ,,,,,,,
 1_min, 1_min, 12:5 , 12:sus4 ,,,,,,,
 1_min, 1_min, 12:maj, 12:sus4 ,,,,,,,
 9_maj, 9_maj, 9_maj, 9_maj,,,,,,,
 9_maj, 9_maj, 12:sus4 , 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_maj , 1_maj , 12:5 , 12:5 ,,,,,,,
 1_min, 1_min, 12:sus4 , 12:sus4 ,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 9_maj, 9_maj,,,,,,,
 9_maj, 9_maj, 12:maj, 1_min,,,,,,,
 4_maj, 8_min, 1_min, 1_min,,,,,,,
 4_maj, 8_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 4_maj, 8_min, 1_min, 1_min,,,,,,,
 1_min, 1_min,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Shock the Monkey, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 12:maj, 12:maj, 12:maj, 12:maj,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 12:maj, 12:maj, 12:maj, 12:maj,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_maj , 1_maj , 12:5 , 12:5 ,,,,,,,
 1_min, 1_min, 12:5 , 12:sus4 ,,,,,,,
 1_min, 1_min, 12:maj, 12:sus4 ,,,,,,,
 9_maj, 9_maj, 9_maj, 9_maj,,,,,,,
 9_maj, 9_maj, 12:sus4 , 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_maj , 1_maj , 12:5 , 12:5 ,,,,,,,
 1_min, 1_min, 12:sus4 , 12:sus4 ,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 9_maj, 9_maj,,,,,,,
 9_maj, 9_maj, 12:maj, 1_min,,,,,,,
 4_maj, 8_min, 1_min, 1_min,,,,,,,
 4_maj, 8_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 4_maj, 8_min, 1_min, 1_min,,,,,,,
 1_min, 1_min,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Sidewalk Surfin',,,,,,,,,,
 N , N , 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 8_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 1_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 8_maj, 1_maj, 1_maj,,,,,,,
0,,,,,,,,,,
Smokin' In The Boys Room, 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 8_maj, 6_maj,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 8_maj, 6_maj,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 3_min, 8_maj,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 8_maj, 6_maj,,,,,,,
 1_maj , 1_7(#9) ,,,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 8_maj, 6_maj,,,,,,,
 1_maj, 1_maj,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Smokin' In The Boys Room, 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 8_maj, 6_maj,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 8_maj, 6_maj,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 3_min, 8_maj,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 1_maj , 1_maj , 9_maj , 9_maj ,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 8_maj, 6_maj,,,,,,,
 1_maj , 1_7(#9) ,,,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 8_maj, 6_maj,,,,,,,
 1_maj, 1_maj,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
 8_maj, 1_maj, 8_maj, 1_maj,,,,,,,
 8_maj, 1_maj, 8_maj, 1_maj, (2,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 6_maj, (2, 8_maj, 8_maj,,,,,,,
 8_maj, 1_maj, 8_maj, 1_maj,,,,,,,
 8_maj, 1_maj, 8_maj, 1_maj, (2,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 6_maj, (2, 8_maj, 8_maj,,,,,,,
0,,,,,,,,,,
Stoned Love, N , N ,,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 N ,,,,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, N ,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 5_min, 1_maj, 3_min, 3_min,,,,,,,
 5_min, 1_maj, 3_min, 3_min,,,,,,,
 N ,,,,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 N , N , N , N ,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min, 1_maj,,,,,,,
 1_maj, 10_min, 3_min,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Sunshine of Your Love, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 12:maj, 8_maj, 12:maj,,,,,,,
 8_maj, 12:maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 12:maj, 8_maj, 12:maj,,,,,,,
 8_maj, 12:maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 12:maj, 8_maj, 12:maj,,,,,,,
 8_maj, 12:maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 12:maj, 8_maj, 12:maj,,,,,,,
 8_maj, 12:maj, 8_maj, 12:maj,,,,,,,
 8_maj, 12:maj, 8_maj, 8_maj, 8_maj, 8_maj, 8_maj, A:maj, A:maj, A:maj, A:maj
 8_maj,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Sweet Music Man,,,,,,,,,,
 1_maj, 3_min, 8_sus4 8_maj, 1_maj,,,,,,,
 1_maj, 6_maj, 8_sus4 8_7 , ->,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 (3, 1_maj, 1_maj,,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_7 , 8_7 , 1_maj, 1_maj,,,,,,,
 (3, 1_maj, 1_maj,,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_7 , 8_7 , 1_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 1_maj,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 (3, 1_maj, 1_maj,,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_7 , 8_7 , 1_maj, 1_maj,,,,,,,
 (3, 1_maj, 1_maj,,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_7 , 8_7 , 1_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 1_maj,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 (3, 1_maj, 1_maj,,,,,,,,
 8_7 , 8_7 ,,,,,,,,,
 1_maj, 12:maj, 6_maj, 1_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Teach Your Children, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
